,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
1327,Blackdemon(8),Budweiser,13-Nov-11,0.9,1,1,2,1,4
1328,VITUSBEERHOUSE(218),Budweiser,09-Nov-11,0.7,1,1,1,1,3
1329,"andrepintado(4,000)",Budweiser,09-Nov-11,1.7,4,1,4,1,7
1330,anggrec(65),Budweiser,05-Nov-11,1.1,1,1,4,1,4
1331,courez(11),Budweiser,05-Nov-11,1.1,2,1,3,1,4
1332,Lightrider(344),Budweiser,02-Aug-13,0.5,1,1,1,1,1
1333,"Shaney(2,421)",Budweiser,04-Nov-11,0.5,1,1,1,1,1
1334,bosendorfer(40),Budweiser,30-Oct-11,0.9,1,2,2,1,3
1335,Big_Pete(34),Budweiser,21-Oct-11,1.4,2,3,2,3,4
1336,BMWM3(4),Budweiser,12-Oct-11,3.7,6,5,7,4,15
1337,jcweaver(768),Budweiser,12-Oct-11,1,1,2,3,2,2
1338,"seymour(2,587)",Budweiser,12-Feb-12,1.4,2,2,3,3,4
1339,superflyguy(441),Budweiser,10-Oct-11,0.7,1,1,2,1,2
1340,"tderoeck(14,778)",Budweiser,07-Oct-11,1.4,4,1,3,2,4
1341,"rougeau13(4,380)",Budweiser,06-Oct-11,1.5,2,2,3,2,6
1342,"Boliv(1,150)",Budweiser,03-Oct-11,1.2,2,2,2,2,4
1343,JoePeesie(924),Budweiser,02-Oct-11,2,3,3,2,3,9
1344,"ContemplateBeer(2,089)",Budweiser,02-Oct-11,2.3,5,2,5,3,8
1345,Billicus(296),Budweiser,01-Oct-11,1.2,1,1,2,3,5
1346,beaz1591(238),Budweiser,29-Sep-11,2,1,2,5,2,10
1347,DANEgerous(100),Budweiser,26-Sep-11,1.9,2,4,4,3,6
1348,Melfofo(2),Budweiser,26-Sep-11,5,10,5,10,5,20
1349,spinoza(6),Budweiser,23-Sep-11,0.5,1,1,1,1,1
1350,"MrHangover(4,693)",Budweiser,21-Sep-11,1.5,3,2,3,2,5
1351,Sirchugsalot(4),Budweiser,21-Sep-11,1.2,2,2,3,1,4
1352,"esp0r(2,932)",Budweiser,16-Sep-11,0.9,2,2,1,1,3
1353,"humlelala(1,377)",Budweiser,16-Sep-11,1.4,3,2,4,2,3
1354,Brandon123(19),Budweiser,16-Sep-11,3.5,5,5,4,4,17
1355,finewinematt(8),Budweiser,13-Sep-11,0.8,1,1,2,2,2
1356,"MattH(1,007)",Budweiser,10-Sep-11,1.4,2,2,2,3,5
1357,"Ktwse(6,833)",Budweiser,04-Sep-11,1,1,2,2,1,4
1358,Ret12(454),Budweiser,04-Sep-11,1.3,3,2,4,2,2
1359,"solidfunk(15,001)",Budweiser,02-Sep-11,0.8,2,1,1,1,3
1360,"csaso(2,372)",Budweiser,29-Aug-11,1.2,3,1,3,1,4
1361,hivemind(943),Budweiser,28-Aug-11,1,2,1,2,1,4
1362,mandalarules(104),Budweiser,26-Aug-11,1.3,1,1,4,1,6
1363,FrankBrando(5),Budweiser,20-Aug-11,2.7,5,3,6,3,10
1364,elgavilancillo(91),Budweiser,17-Aug-11,1.6,3,2,4,2,5
1365,nike(966),Budweiser,15-Aug-11,2.8,5,3,6,3,11
1366,"jw0406(1,686)",Budweiser,14-Aug-11,1.5,4,2,2,2,5
1367,"Benjii(3,050)",Budweiser,14-Aug-11,2.3,4,2,4,2,11
1368,cakanator(452),Budweiser,14-Aug-11,1.7,2,2,3,3,7
1369,"DutchDrebus(6,999)",Budweiser,10-Aug-11,3.3,7,3,7,2,14
1370,Syzzer(644),Budweiser,10-Aug-11,0.7,2,1,1,1,2
1371,TomTron(503),Budweiser,09-Aug-11,0.9,1,1,2,1,4
1372,Garito793(241),Budweiser,09-Aug-11,1.2,2,2,2,2,4
1373,"northropfrye(4,283)",Budweiser,08-Aug-11,1.3,3,3,3,2,2
1374,Alkoholic(8),Budweiser,08-Aug-11,1.3,3,3,2,2,3
1375,allanbowers(93),Budweiser,07-Aug-11,0.7,1,2,1,1,2
1376,jar72404(426),Budweiser,06-Aug-11,2.4,4,4,4,4,8
1377,"maneliquor(3,513)",Budweiser,10-Dec-11,0.7,1,2,1,1,2
1378,"jandd1983(6,602)",Budweiser,28-Jul-11,1.8,5,3,3,2,5
1379,envane(586),Budweiser,24-Jul-11,1.5,3,1,3,1,7
1380,timBob(4),Budweiser,24-Jul-11,2.9,5,3,7,3,11
1381,freezy(55),Budweiser,24-Jul-11,2.8,4,1,3,4,16
1382,"dbarnold(1,127)",Budweiser,23-Jul-11,2,5,3,3,2,7
1383,"KyotoLefty(14,037)",Budweiser,23-Jul-11,1.9,3,2,3,3,8
1384,"Benzai(20,022)",Budweiser,23-Jul-12,2.4,5,3,5,1,10
1385,arcticnorman(22),Budweiser,19-Jul-11,4.4,8,4,9,4,19
1386,"czar(12,954)",Budweiser,05-Oct-11,1.2,2,2,3,1,4
1387,"abemorsten(3,797)",Budweiser,16-Jul-11,1.7,3,3,3,2,6
1388,"HeistAlmighty(1,156)",Budweiser,15-Jul-11,1.1,2,1,2,2,4
1389,TroepHero(15),Budweiser,13-Jul-11,0.7,1,3,1,1,1
1390,cjdillon(2),Budweiser,12-Jul-11,4,6,5,8,4,17
1391,ajcobb24(20),Budweiser,12-Jul-11,1,2,1,2,1,4
1392,"mzaar(5,907)",Budweiser,11-Jul-11,1.3,2,1,4,1,5
1393,maledictum(905),Budweiser,10-Jul-11,0.5,1,1,1,1,1
1394,CalumScotland(348),Budweiser,16-Apr-19,0.6,1,1,2,1,1
1395,"jcos(1,855)",Budweiser,07-Jul-11,2.1,3,3,5,2,8
1396,"Kronebryg(1,123)",Budweiser,07-Jul-11,2.4,4,4,4,3,9
1397,JB84(652),Budweiser,05-Jul-11,1,2,2,2,2,2
1398,"HarvesterOfSorrow(2,820)",Budweiser,02-Jul-11,0.8,1,1,1,1,4
1399,"flemmingwillum(1,255)",Budweiser,26-Jun-11,1.5,3,2,3,2,5
1400,futre7(342),Budweiser,17-Apr-17,3,5,3,6,3,13
1401,"weihenweizen(6,126)",Budweiser,25-Jun-11,2.5,5,2,6,2,10
1402,"worldbeertaste(1,845)",Budweiser,23-Jun-11,1.3,4,1,2,1,5
1403,"Martinus(5,017)",Budweiser,23-Jun-11,1.8,3,2,3,2,8
1404,stephencurran(30),Budweiser,23-Jun-11,1,2,1,1,1,5
1405,beerdrinker69(1),Budweiser,22-Jun-11,5,10,5,10,5,20
1406,"deyholla(17,779)",Budweiser,21-Jun-11,2.2,4,2,4,4,8
1407,"JanLaursen(3,226)",Budweiser,17-Jun-11,1.3,2,1,3,1,6
1408,"andyhwcinc(1,902)",Budweiser,14-Jun-11,1.7,2,2,3,2,8
1409,AndresTM(460),Budweiser,10-Jun-11,1.5,2,2,3,2,6
1410,bowlnman1990(94),Budweiser,09-Jun-11,2.5,4,3,5,3,10
1411,Jade(436),Budweiser,03-Jun-11,1.6,4,2,3,1,6
1412,"dinkle50(1,660)",Budweiser,29-May-11,4,10,5,10,5,10
1413,"brnandersen(6,248)",Budweiser,29-May-11,1.5,2,2,3,3,5
1414,shanoknowsfood(126),Budweiser,28-May-11,0.5,1,1,1,1,1
1415,Mephisto87(14),Budweiser,27-May-11,1.9,2,3,4,2,8
1416,swillguzzler99(196),Budweiser,20-May-11,1.1,1,1,3,2,4
1417,CharmCityCrab(244),Budweiser,16-May-11,3.2,6,3,6,3,14
1418,Reebetar100(13),Budweiser,15-May-11,2.4,2,5,5,2,10
1419,psilosophy(861),Budweiser,11-May-11,2,2,3,4,3,8
1420,"DrSilverworm(10,456)",Budweiser,04-May-11,1.2,2,1,3,2,4
1421,jckp64(356),Budweiser,04-May-11,0.9,1,1,2,2,3
1422,"DiarmaidBHK(7,505)",Budweiser,30-Apr-11,2.5,5,1,5,3,11
1423,"gramity(1,829)",Budweiser,29-Apr-11,0.6,1,1,2,1,1
1424,mxtur(266),Budweiser,28-Apr-11,0.6,1,1,2,1,1
1425,"Nickls(2,680)",Budweiser,25-Apr-11,2.5,3,3,4,3,12
1426,"Bosskie(1,227)",Budweiser,24-Apr-11,2.5,4,3,4,3,11
1427,"rejtable(3,771)",Budweiser,16-Apr-11,0.9,2,1,1,1,4
1428,LordHeelGibson(18),Budweiser,13-Apr-11,1.1,2,3,2,2,2
1429,PhatB420(860),Budweiser,08-Apr-11,2.3,5,2,5,2,9
1430,jimmay(807),Budweiser,07-Apr-11,1.5,3,2,3,2,5
1431,FlashParker(85),Budweiser,07-Apr-11,2.3,3,3,5,2,10
1432,mlunger12(645),Budweiser,03-Apr-11,0.9,2,1,2,1,3
1433,"davidm(2,098)",Budweiser,26-Mar-11,1.1,2,1,2,2,4
1434,"crossovert(16,819)",Budweiser,24-Mar-11,0.5,1,1,1,1,1
1435,Sethgibbs(5),Budweiser,22-Mar-11,1.4,3,2,3,1,5
1436,"Camons(18,771)",Budweiser,20-Mar-11,1,2,2,2,1,3
1437,beerskinner(24),Budweiser,16-Mar-11,0.5,1,1,1,1,1
1438,"77ships(14,200)",Budweiser,14-Mar-11,1,1,2,2,2,3
1439,"mike_77(11,143)",Budweiser,11-Mar-11,1.6,4,2,3,2,5
1440,"AshtonMcCobb(11,556)",Budweiser,06-Mar-11,0.7,1,1,2,1,2
1441,"kermis(18,397)",Budweiser,26-Feb-11,0.5,1,1,1,1,1
1442,GL2814(361),Budweiser,25-Feb-11,1.2,2,1,2,1,6
1443,Greenmountme(11),Budweiser,23-Feb-11,0.5,1,1,1,1,1
1444,"txspartan(1,246)",Budweiser,22-Feb-11,0.5,1,1,1,1,1
1445,"AndySnow(12,022)",Budweiser,20-Feb-11,1,2,1,2,2,3
1446,hoptimus_prime(73),Budweiser,17-Feb-11,1.9,2,2,5,2,8
1447,rylaad(47),Budweiser,16-Feb-11,1.9,2,2,4,2,9
1448,"note666(1,472)",Budweiser,14-Feb-11,2.1,5,1,5,2,8
1449,NateZilla(10),Budweiser,14-Feb-11,3,6,3,6,3,12
1450,"onceblind(16,310)",Budweiser,14-Feb-11,0.9,2,1,2,2,2
1451,"rjplumer(1,390)",Budweiser,13-Feb-11,2.7,5,3,5,3,11
1452,PRUCK(21),Budweiser,03-Feb-11,3.9,3,3,10,3,20
1453,ThaJuggernaut(309),Budweiser,01-Feb-11,0.5,1,1,1,1,1
1454,"Rasmus40(29,603)",Budweiser,01-Feb-11,1.4,3,2,3,1,5
1455,LordFatbottom(10),Budweiser,01-Feb-11,0.5,1,1,1,1,1
1456,"kalervo(1,199)",Budweiser,30-Jan-11,1.1,1,1,2,2,5
1457,"lusikka(7,837)",Budweiser,29-Jan-11,1.8,4,2,4,2,6
1458,Paulpigskin(11),Budweiser,28-Jan-11,4.2,8,5,8,4,17
1459,BarossaLuke(580),Budweiser,26-Jan-11,1.8,4,3,3,3,5
1460,Willem(7),Budweiser,24-Jan-11,0.6,1,1,1,1,2
1461,"madmitch76(33,662)",Budweiser,23-Jan-11,2.3,5,3,5,2,8
1462,"teorn88(7,706)",Budweiser,22-Jan-11,1.3,3,1,3,1,5
1463,BigBoi(13),Budweiser,18-Jan-11,0.8,2,1,2,1,2
1464,"cbfobes(2,938)",Budweiser,16-Jan-11,1.2,2,1,3,2,4
1465,"TET(4,773)",Budweiser,14-Jan-11,1.2,3,2,2,1,4
1466,"hbmason(1,086)",Budweiser,14-Jan-11,0.5,1,1,1,1,1
1467,dredmond(179),Budweiser,12-Jan-11,2,3,3,3,3,8
1468,bartalone(45),Budweiser,10-Jan-11,2,5,2,4,2,7
1469,gordonrivers1(21),Budweiser,09-Jan-11,0.5,1,1,1,1,1
1470,"Wolfbass(1,340)",Budweiser,09-Jan-11,1.3,3,1,3,1,5
1471,popephred(280),Budweiser,04-Jan-11,1.8,3,3,4,1,7
1472,"thirstyrabbit(2,002)",Budweiser,02-Jan-11,1.9,3,2,4,2,8
1473,Kriegbaum(845),Budweiser,31-Dec-10,1.3,2,2,2,2,5
1474,Grwido(57),Budweiser,31-Dec-10,1,2,2,2,1,3
1475,"Theis(15,148)",Budweiser,31-Dec-10,2,4,3,4,2,7
1476,igniztion(313),Budweiser,29-Dec-10,1,2,2,2,1,3
1477,mto(99),Budweiser,28-Dec-10,1.9,2,2,5,4,6
1478,"rondphoto(5,071)",Budweiser,21-Dec-10,1.3,3,2,2,1,5
1479,"Meilby(13,116)",Budweiser,19-Dec-10,1.1,3,1,2,1,4
1480,"flying_pig(2,521)",Budweiser,18-Dec-10,1.6,3,1,3,2,7
1481,isho21(18),Budweiser,17-Dec-10,2,4,2,5,2,7
1482,RayOhm(474),Budweiser,15-Dec-10,1.1,1,2,3,1,4
1483,Hammy78(991),Budweiser,13-Dec-10,1.6,2,2,3,2,7
1484,BarZigKin(511),Budweiser,09-Dec-10,0.9,2,2,2,1,2
1485,Jmacatiag(76),Budweiser,08-Dec-10,0.8,1,2,1,2,2
1486,craemac(7),Budweiser,08-Dec-10,0.5,1,1,1,1,1
1487,"BeerBaboon(2,254)",Budweiser,06-Dec-10,0.9,2,1,2,1,3
1488,PoppaBrewski(2),Budweiser,06-Dec-10,0.5,1,1,1,1,1
1489,Changed(463),Budweiser,04-Dec-10,0.5,1,1,1,1,1
1490,"erickok(6,033)",Budweiser,28-Nov-10,1.1,2,2,1,2,4
1491,"Thorpe429(5,032)",Budweiser,23-Nov-10,1.8,4,2,3,2,7
1492,"Bif(2,903)",Budweiser,20-Nov-10,2.3,3,3,4,3,10
1493,"cubs(10,773)",Budweiser,07-Nov-11,1.8,4,2,4,2,6
1494,"Habanero(5,744)",Budweiser,25-Jul-11,1.2,2,3,3,1,3
1495,BrooHa(121),Budweiser,25-Oct-10,1.8,4,2,3,2,7
1496,Jahoda(3),Budweiser,24-Oct-10,0.6,1,1,2,1,1
1497,mred83(2),Budweiser,22-Oct-10,4.3,7,5,8,5,18
1498,"taphandle(1,135)",Budweiser,21-Oct-10,2.2,4,3,4,3,8
1499,"tommann(5,987)",Budweiser,19-Oct-10,1.3,3,2,2,2,4
1500,"beersearcher(2,382)",Budweiser,09-Oct-10,1.2,1,1,2,3,5
1501,robertham(18),Budweiser,30-Sep-10,0.5,1,1,1,1,1
1502,Despotis(222),Budweiser,29-Sep-10,1.6,2,2,4,2,6
1503,edwardbass(939),Budweiser,28-Sep-10,0.5,1,1,1,1,1
1504,Vikingbrew(193),Budweiser,21-Sep-10,1.3,2,2,3,1,5
1505,"sm89walt(2,399)",Budweiser,21-Sep-10,1.6,3,2,3,2,6
1506,"daje(4,909)",Budweiser,15-Sep-10,0.5,1,1,1,1,1
1507,"thorongil2(5,605)",Budweiser,15-Sep-10,2,5,3,3,3,6
1508,iahawks08(2),Budweiser,12-Sep-10,2.7,5,2,5,2,13
1509,"jkwood04(5,729)",Budweiser,09-Sep-10,0.5,1,1,1,1,1
1510,brucebruce81(391),Budweiser,06-Sep-10,1.7,2,5,2,3,5
1511,"Ontbeertaster(2,360)",Budweiser,01-Sep-10,0.7,1,2,2,1,1
1512,MacJiggy(1),Budweiser,30-Aug-10,3.9,7,4,8,4,16
1513,iNBe(100),Budweiser,29-Aug-10,1.6,2,3,3,2,6
1514,1010(309),Budweiser,27-Aug-10,0.5,1,1,1,1,1
1515,str023(123),Budweiser,21-Aug-10,1,2,2,2,1,3
1516,"rubbishystuff(2,537)",Budweiser,15-Sep-10,1,2,2,1,2,3
1517,"chrisv10(23,298)",Budweiser,18-Aug-10,1,2,2,2,1,3
1518,"tokyogoat(1,503)",Budweiser,16-Aug-10,1.5,3,3,2,2,5
1519,"jaghana(7,418)",Budweiser,12-Aug-10,2.4,5,3,4,3,9
1520,"dEnk(4,200)",Budweiser,09-Aug-10,2.2,4,3,4,2,9
1521,bigred22(85),Budweiser,09-Aug-10,1.4,3,3,3,2,3
1522,"Oscbert(1,605)",Budweiser,08-Aug-10,1.8,3,4,3,2,6
1523,DBob5150(238),Budweiser,07-Aug-10,2.7,3,2,7,3,12
1524,"thirdeye11(6,162)",Budweiser,01-Aug-10,1.9,3,2,3,2,9
1525,drougkolya(276),Budweiser,27-Oct-10,3.3,2,5,10,1,15
1526,"Acknud(1,083)",Budweiser,26-Jul-10,2.5,4,4,5,3,9
1527,Beerbo(23),Budweiser,19-Jul-10,1.6,1,3,3,3,6
1528,"Spab(7,527)",Budweiser,18-Jul-10,1.1,2,2,2,1,4
1529,Juergen_F(21),Budweiser,11-Jul-10,0.7,1,1,1,1,3
1530,bblack99(527),Budweiser,08-Jul-10,1.9,3,2,4,3,7
1531,"SanfordBrewer(1,735)",Budweiser,24-Jan-11,1.2,2,1,3,1,5
1532,udflyerfan07(173),Budweiser,28-Jun-10,0.8,2,1,2,1,2
1533,MPosey(135),Budweiser,25-Jun-10,1.8,4,4,1,1,8
1534,"GTAEgeek(4,332)",Budweiser,25-Jun-10,1.7,2,1,4,2,8
1535,"wigglyworm99(2,078)",Budweiser,24-Jun-10,0.5,1,1,1,1,1
1536,Leanu(41),Budweiser,23-Jun-10,0.6,1,1,1,1,2
1537,Kevolutionary(18),Budweiser,23-Jun-10,0.6,1,1,2,1,1
1538,Gryffyn(21),Budweiser,22-Jun-10,2.7,6,3,5,2,11
1539,"Countbeer(6,587)",Budweiser,21-Jun-10,0.8,1,3,2,1,1
1540,morbeer(11),Budweiser,20-Jun-10,1.9,3,2,6,1,7
1541,"Maris(2,640)",Budweiser,19-Jun-10,0.9,2,2,1,2,2
1542,JPMarat(68),Budweiser,06-Nov-10,0.5,1,1,1,1,1
1543,texasrida85(3),Budweiser,10-Jun-10,4.1,8,4,7,4,18
1544,godofsky(274),Budweiser,08-Jun-10,0.5,1,1,1,1,1
1545,marcot(770),Budweiser,08-Jun-10,0.5,1,1,1,1,1
1546,Blockley(104),Budweiser,07-Jun-10,0.5,1,1,1,1,1
1547,"ComradeK(1,765)",Budweiser,07-Jun-10,0.5,1,1,1,1,1
1548,dashiell22(51),Budweiser,07-Jun-10,1.7,2,2,3,2,8
1549,"Cuso(12,831)",Budweiser,12-Sep-13,1.3,3,3,3,1,3
1550,"wnoble(1,251)",Budweiser,03-Jun-10,0.5,1,1,1,1,1
1551,"ClubGonzo(5,679)",Budweiser,02-Jun-10,1.6,3,3,3,3,4
1552,rking(100),Budweiser,29-May-10,1,2,2,2,2,2
1553,AcctError98357(14),Budweiser,29-May-10,1,1,2,3,2,2
1554,AwesomePossum(17),Budweiser,28-May-10,1.3,2,3,3,2,3
1555,Cakes(654),Budweiser,26-May-10,1.6,3,4,2,3,4
1556,"Cletus(6,351)",Budweiser,25-May-10,3,6,5,5,3,11
1557,glorydaze(36),Budweiser,21-May-10,0.9,1,2,1,2,3
1558,"Abio(1,865)",Budweiser,17-May-10,0.9,1,1,2,1,4
1559,leah2974(429),Budweiser,17-May-10,0.9,1,1,3,1,3
1560,"AR(1,002)",Budweiser,16-May-10,1,2,2,1,2,3
1561,"jtclockwork(20,934)",Budweiser,14-May-10,1.3,4,1,3,1,4
1562,TheHopHead(26),Budweiser,10-May-10,0.9,2,1,2,1,3
1563,8200(6),Budweiser,08-May-10,2.6,4,4,6,3,9
1564,zandercorp(40),Budweiser,07-May-10,1.9,3,2,4,2,8
1565,"dionysus(1,486)",Budweiser,01-May-10,1.2,2,1,3,1,5
1566,tennessejed420(940),Budweiser,29-Apr-10,1.3,2,3,3,2,3
1567,kosmoken(37),Budweiser,29-Apr-10,2.6,5,3,5,3,10
1568,Lyncham(251),Budweiser,27-Apr-10,0.5,1,1,1,1,1
1569,samistake2ice(35),Budweiser,27-Apr-10,1.5,1,1,3,1,9
1570,jsf23mr(218),Budweiser,26-Apr-10,1.5,1,2,2,2,8
1571,"travita(5,007)",Budweiser,26-Apr-10,1.1,2,2,2,2,3
1572,irishvermin(4),Budweiser,25-Apr-10,1.9,3,2,4,2,8
1573,"philbertk(1,873)",Budweiser,20-Apr-10,2.9,5,4,5,3,12
1574,bartazo(90),Budweiser,18-Apr-10,1.2,2,2,2,2,4
1575,zeke626(460),Budweiser,17-Apr-10,1.6,2,2,3,1,8
1576,"tkrjukoff(4,336)",Budweiser,08-Apr-10,1.1,2,1,3,1,4
1577,RPKLove(108),Budweiser,02-Apr-10,1.5,3,2,4,1,5
1578,caralkaline87(435),Budweiser,23-Mar-10,1.5,3,2,3,2,5
1579,mkade8883(250),Budweiser,02-Aug-10,1.8,2,4,3,3,6
1580,FreshHawk(596),Budweiser,15-Mar-10,1.9,2,2,3,2,10
1581,dirt55(198),Budweiser,14-Mar-10,2.3,5,3,5,3,7
1582,"gyllenbock(13,891)",Budweiser,11-Mar-10,0.9,2,1,2,1,3
1583,coyforce(684),Budweiser,07-Mar-10,0.8,2,1,1,1,3
1584,"JohnRMurdoch(5,840)",Budweiser,05-Mar-10,1.7,5,2,3,1,6
1585,"Finhead(2,231)",Budweiser,03-Mar-10,3.2,5,3,6,4,14
1586,"patrickfannon(1,242)",Budweiser,28-Feb-10,1,1,1,2,1,5
1587,petedawg(6),Budweiser,27-Feb-10,3,5,4,7,2,12
1588,basspro76(426),Budweiser,26-Feb-10,0.5,1,1,1,1,1
1589,Nik925(893),Budweiser,24-Feb-10,1.1,3,1,1,4,2
1590,ExpendableHero(976),Budweiser,09-May-10,0.6,1,1,1,1,2
1591,Ctech(9),Budweiser,21-Feb-10,1.3,3,2,2,2,4
1592,TylerPow(122),Budweiser,21-Feb-10,0.5,1,1,1,1,1
1593,LetsGoState(928),Budweiser,12-Apr-12,0.7,1,1,2,1,2
1594,"brokensail(17,322)",Budweiser,26-Jan-14,3,5,3,5,3,14
1595,poorbastard(42),Budweiser,15-Feb-10,1.2,3,3,1,2,3
1596,virtuosovii(103),Budweiser,06-Feb-10,0.8,2,2,1,1,2
1597,"auerbrau(3,202)",Budweiser,27-Jan-10,0.6,1,1,1,1,2
1598,Bassikpoet(93),Budweiser,27-Jan-10,0.9,1,2,2,1,3
1599,sigma23(380),Budweiser,26-Jan-10,0.7,1,1,2,1,2
1600,madbrewer1(7),Budweiser,25-Jan-10,0.5,1,1,1,1,1
1601,edward_violet(63),Budweiser,21-Jan-10,1.4,3,2,3,1,5
1602,"hawthorne00(6,208)",Budweiser,20-Jun-17,1.8,4,2,3,2,7
1603,"degbert(1,791)",Budweiser,13-Jan-10,1.1,1,2,2,2,4
1604,"Tonkun(1,295)",Budweiser,06-Jan-10,1.1,1,2,2,1,5
1605,"otakuden(1,783)",Budweiser,04-Jan-10,1.4,3,2,2,2,5
1606,"Zita(6,332)",Budweiser,02-Jan-10,3.2,8,3,7,3,11
1607,wa2ise(4),Budweiser,01-Jan-10,1.6,3,3,3,3,4
1608,BobbyAnalog(334),Budweiser,27-Dec-09,0.5,1,1,1,1,1
1609,Croff(164),Budweiser,27-Dec-09,0.7,2,2,1,1,1
1610,"arminjewell(9,756)",Budweiser,26-Dec-09,1.4,2,3,2,2,5
1611,exparte(59),Budweiser,23-Dec-09,1.6,2,2,4,2,6
1612,LordDrachen(116),Budweiser,22-Dec-09,0.5,1,1,1,1,1
1613,MrGGen(346),Budweiser,18-Dec-09,0.5,1,1,1,1,1
1614,Steely(241),Budweiser,18-Dec-09,3.1,6,3,6,3,13
1615,"Davros(4,142)",Budweiser,15-Dec-09,1.7,3,2,3,2,7
1616,"Jblauvs(1,358)",Budweiser,14-Dec-09,1.2,2,2,2,2,4
1617,"beernbourbon(1,639)",Budweiser,13-Dec-09,2.8,5,4,5,3,11
1618,tarugo(6),Budweiser,07-Dec-09,2.6,5,3,5,3,10
1619,RC8(307),Budweiser,06-Dec-09,0.7,1,1,1,1,3
1620,"Sammer(1,119)",Budweiser,05-Dec-09,1.7,4,2,3,2,6
1621,"ralphdot(1,139)",Budweiser,05-Dec-09,1.9,3,3,4,3,6
1622,"monkeychugg55(1,168)",Budweiser,18-Sep-15,2.8,4,3,4,4,13
1623,"Vaiz(4,459)",Budweiser,22-Nov-09,1.2,2,2,3,1,4
1624,hopphead88(33),Budweiser,14-Nov-09,1.5,2,3,3,2,5
1625,iceman15658(161),Budweiser,14-Nov-09,2.4,4,3,3,2,12
1626,BrewingFan(251),Budweiser,13-Nov-09,2.4,3,3,6,2,10
1627,"jsquire(5,949)",Budweiser,13-Nov-09,1.5,3,3,3,2,4
1628,Cole(967),Budweiser,09-Nov-09,0.5,1,1,1,1,1
1629,McGarnigle(714),Budweiser,07-Nov-09,2,1,4,4,2,9
1630,OntBeerDrinker(513),Budweiser,05-Nov-09,0.6,1,1,1,1,2
1631,"Elwood(3,347)",Budweiser,02-Nov-09,1.2,3,2,3,1,3
1632,fistfull(30),Budweiser,31-Oct-09,2.4,3,4,6,2,9
1633,blackbock(175),Budweiser,31-Oct-09,2.6,6,1,6,1,12
1634,bsp77(724),Budweiser,29-Oct-09,2.3,4,2,5,2,10
1635,ZipferKiwi(8),Budweiser,29-Oct-09,3.1,3,5,1,2,20
1636,Prometheus(160),Budweiser,27-Oct-09,2,3,3,3,3,8
1637,"bpreo(3,621)",Budweiser,26-Oct-09,2.1,4,3,4,2,8
1638,sjmiller05(14),Budweiser,25-Oct-09,3.1,3,3,8,2,15
1639,"Nisse666(12,160)",Budweiser,24-Oct-09,1,1,2,2,2,3
1640,radioseer(305),Budweiser,20-Oct-09,1.5,1,1,3,2,8
1641,zappafan99(463),Budweiser,19-Oct-09,1.8,3,2,3,2,8
1642,"Barreras(1,689)",Budweiser,19-Oct-09,1.8,3,2,4,2,7
1643,"Marko(10,857)",Budweiser,18-Oct-09,1.6,3,2,3,2,6
1644,beercamel(84),Budweiser,16-Oct-09,0.9,2,1,2,1,3
1645,"heavy(2,949)",Budweiser,15-Oct-09,1.5,4,2,2,1,6
1646,"mcberko(32,553)",Budweiser,14-Oct-09,0.5,1,1,1,1,1
1647,voiceofreason(64),Budweiser,13-Oct-09,1,1,5,1,1,2
1648,ryancaa(4),Budweiser,10-Oct-09,3,3,2,7,3,15
1649,doomfistinc(82),Budweiser,10-Oct-09,0.5,1,1,1,1,1
1650,"poisoneddwarf(4,331)",Budweiser,08-Oct-09,1.2,2,1,3,3,3
1651,blukarma(17),Budweiser,08-Oct-09,3,5,4,5,3,13
1652,joebudzjoe(681),Budweiser,08-Oct-09,2,3,1,5,1,10
1653,tilldeath(109),Budweiser,07-Oct-09,0.5,1,1,1,1,1
1654,"Hermod(12,852)",Budweiser,07-Oct-09,1.5,2,2,4,2,5
1655,iabeerguy(392),Budweiser,06-Oct-09,1.7,2,3,3,2,7
1656,nittanytide(311),Budweiser,01-Oct-09,2.1,2,3,4,3,9
1657,stretchfest(80),Budweiser,30-Sep-09,1.8,2,2,2,2,10
1658,Bahrain(10),Budweiser,30-Sep-09,1,2,3,1,2,2
1659,Drinkinbrews(35),Budweiser,26-Sep-09,1.1,2,3,2,1,3
1660,"yobdoog(1,888)",Budweiser,21-Sep-09,1.8,3,3,3,3,6
1661,"rudolf(2,359)",Budweiser,18-Sep-09,2,4,3,3,3,7
1662,"glennmastrange(3,361)",Budweiser,16-Sep-09,1.4,2,3,3,2,4
1663,PetetheMeat(621),Budweiser,14-Sep-09,2.6,5,3,5,3,10
1664,"DeanF(8,320)",Budweiser,01-Nov-15,0.9,2,1,3,1,2
1665,"Fratto(2,845)",Budweiser,14-Sep-09,1.2,2,1,3,1,5
1666,Fulmonte21(42),Budweiser,12-Sep-09,0.5,1,1,1,1,1
1667,foxmania23(7),Budweiser,09-Sep-09,0.7,1,2,2,1,1
1668,beer4eternity(226),Budweiser,06-Sep-09,1.8,4,2,4,1,7
1669,njmoons(59),Budweiser,04-Sep-09,2.5,7,3,2,3,10
1670,acearl(510),Budweiser,04-Sep-09,2.4,4,2,5,3,10
1671,birrist(5),Budweiser,03-Sep-09,2.8,6,3,6,3,10
1672,"fidel(1,302)",Budweiser,30-Aug-09,1.3,2,2,2,2,5
1673,MexiFinn(54),Budweiser,30-Aug-09,3.2,6,4,6,4,12
