,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
133,klukas(900),Desperados,12-Sep-17,1.6,3,1,4,2,6
134,gaara1221(890),Desperados,10-Sep-17,2.8,5,1,7,3,12
135,"DejanSt(1,856)",Desperados,08-Sep-17,3.8,8,4,7,4,15
137,"TomHendriksen(4,501)",Desperados,20-Aug-17,3.4,7,4,7,3,13
138,browarpapi(821),Desperados,16-Aug-17,1.5,3,2,2,2,6
141,"rondphoto(5,071)",Desperados,27-Jul-17,2.3,4,3,4,3,9
143,"DraftDodger(5,082)",Desperados,24-Jul-17,1.7,4,2,3,2,6
144,"dutchdarthvader(1,713)",Desperados,18-Jan-21,3.7,7,4,8,3,15
145,"AleMuse25(1,055)",Desperados,19-Jul-17,1.0,2,3,1,2,2
146,"Hopverdju(4,035)",Desperados,17-Jul-17,1.5,4,2,3,2,4
148,"Inoven(2,371)",Desperados,07-Jul-17,2.4,5,3,4,3,9
151,"pkbites(1,323)",Desperados,12-Jun-17,1.4,3,2,3,2,4
154,MarcoBasile(590),Desperados,10-Jun-17,0.9,2,1,2,1,3
157,alexmate(630),Desperados,10-Aug-19,2.7,5,2,6,2,12
160,coil(649),Desperados,27-Sep-18,1.7,3,2,3,2,7
161,"fombe89(7,709)",Desperados,21-May-17,1.0,1,4,1,1,3
162,"surething_ii(4,333)",Desperados,10-May-17,0.6,2,1,1,1,1
163,"Hoppy_Luke(2,475)",Desperados,04-May-17,2.3,4,2,5,3,9
164,stupre(538),Desperados,02-Apr-17,1.9,3,3,3,2,8
166,"gyhallmanti(1,292)",Desperados,28-Mar-17,1.4,4,3,3,1,3
170,Acaro(472),Desperados,11-Jul-17,1.2,2,1,2,3,4
172,"MikeBeermaster(1,762)",Desperados,23-Feb-17,2.1,4,3,5,2,7
174,vlada94(541),Desperados,16-Feb-17,1.8,3,3,3,2,7
175,"hrabren(4,843)",Desperados,13-Feb-17,1.8,4,1,4,3,6
176,"izikk(1,055)",Desperados,11-Feb-17,1.3,3,1,3,1,5
178,swapp(602),Desperados,01-Feb-17,1.7,3,2,3,2,7
179,"Turtles(3,710)",Desperados,27-Jan-17,1.1,2,3,2,1,3
180,"nephirem(1,589)",Desperados,24-Jan-17,2.6,5,2,5,3,11
181,"jandorris(1,048)",Desperados,22-Jan-17,0.9,3,1,2,1,2
182,"czlowiekwiadro(2,311)",Desperados,21-Jan-17,1.7,3,3,3,2,6
183,jzi(314),Desperados,28-Dec-16,0.5,1,1,1,1,1
184,"Skarecrow(1,734)",Desperados,24-Dec-16,1.8,4,3,4,1,6
185,"thellgren(1,888)",Desperados,10-Dec-16,1.4,3,3,3,1,4
186,shoestring(649),Desperados,09-Dec-16,3.2,6,4,6,3,13
187,"MarcinG(2,983)",Desperados,07-Dec-16,1.4,2,2,2,2,6
189,"angel77(5,952)",Desperados,29-Nov-16,1.7,3,3,3,1,7
193,Oiolosse(260),Desperados,12-Oct-16,1.1,2,2,2,2,3
194,"rozsoma(2,359)",Desperados,12-Oct-16,1.6,3,2,3,2,6
197,"ManVsBeer(15,884)",Desperados,21-Sep-16,2.0,4,3,3,3,7
198,"androman(2,998)",Desperados,31-Aug-16,1.8,4,2,3,3,6
200,"MasDen(1,367)",Desperados,27-Aug-16,2.3,5,3,5,3,7
201,hamilton_w(347),Desperados,20-Aug-16,1.1,2,2,3,2,2
204,lokis333(942),Desperados,01-Aug-16,0.7,3,1,1,1,1
206,Myonlyvice(709),Desperados,29-Jul-16,2.6,3,2,5,4,12
207,"DoctorHU(1,641)",Desperados,26-Jul-16,2.3,5,3,5,2,8
208,Tjomleif(312),Desperados,25-Jul-16,1.2,2,2,2,2,4
213,"Erasmus_ro(3,438)",Desperados,18-Jun-16,1.5,3,3,3,2,4
215,PintjeFritz(712),Desperados,12-Jun-16,1.5,3,2,3,2,5
217,UFleku(55),Desperados,11-Jun-16,3.0,6,4,6,2,12
218,"efeesse(1,209)",Desperados,05-Jun-16,1.7,3,3,3,4,4
219,"Michael27(2,439)",Desperados,30-May-16,1.4,3,2,2,2,5
221,"R4N5H(2,151)",Desperados,20-May-16,1.7,4,4,3,2,4
223,Maits(850),Desperados,04-May-16,1.6,3,3,3,3,4
226,"17wojownik(1,351)",Desperados,29-Jan-18,3.6,7,4,8,2,15
229,"rayaron(5,098)",Desperados,27-Feb-16,0.9,2,2,1,2,2
230,nausicaaonacids(50),Desperados,31-Jan-16,1.5,1,2,2,1,9
232,"evannell(3,031)",Desperados,09-Jul-19,1.3,3,2,2,2,4
233,"Senka(1,138)",Desperados,14-Jan-16,2.6,3,2,5,2,14
234,BenWesthof(196),Desperados,10-Jan-16,2.9,5,2,6,3,13
236,"Sjohnh(1,060)",Desperados,01-Jan-16,2.1,5,3,4,2,7
237,"Rubin77(6,675)",Desperados,28-Dec-15,2.3,4,2,4,2,11
238,"jfb(8,142)",Desperados,27-Dec-15,1.9,3,3,3,2,8
239,"Maakun(10,312)",Desperados,17-Dec-15,1.9,4,2,3,2,8
241,Alexi91(437),Desperados,03-Dec-15,2.9,6,4,6,3,10
243,"anders37(31,004)",Desperados,15-Nov-15,1.8,4,2,2,2,8
245,"caribou43(2,295)",Desperados,09-Nov-15,2.3,4,4,5,2,8
246,"mabuzzer(1,686)",Desperados,07-Nov-15,1.8,3,2,4,2,7
247,"tderoeck(14,778)",Desperados,05-Nov-15,0.8,1,2,2,1,2
252,"Erzengel(13,338)",Desperados,22-Oct-15,2.2,5,4,5,4,4
253,"LazyPyro(5,591)",Desperados,09-Oct-15,2.1,5,3,4,3,6
254,"szymonskc(1,647)",Desperados,05-Oct-15,1.8,4,3,3,3,5
259,"Cunningham(11,610)",Desperados,11-Sep-15,1.0,1,3,1,3,2
260,"huineman(1,136)",Desperados,09-Sep-15,0.5,1,1,1,1,1
262,"TorbenJensen(1,822)",Desperados,02-Sep-15,0.5,1,1,1,1,1
267,mauroruellas(900),Desperados,18-Aug-15,2.3,5,2,4,3,9
270,Achel(487),Desperados,12-Aug-15,1.5,2,2,2,1,8
272,"MonsterMagnet(1,952)",Desperados,06-Aug-15,1.5,2,3,3,2,5
273,JohnCook101(535),Desperados,30-Jul-15,0.5,1,1,1,1,1
274,"arsol(1,888)",Desperados,25-Jul-15,2.0,4,3,4,2,7
276,"weordie(1,518)",Desperados,11-Jul-15,0.5,1,1,1,1,1
278,Lebo88(221),Desperados,07-Jul-15,1.8,4,2,3,2,7
280,"Fisler(1,984)",Desperados,04-Jul-15,1.0,2,2,2,2,2
281,"josanguapo(4,374)",Desperados,03-Jul-15,0.5,1,1,1,1,1
283,"larsniclas(8,940)",Desperados,18-Jun-15,1.6,4,2,3,1,6
284,"jamaty(2,549)",Desperados,17-Jun-15,0.7,1,2,1,1,2
285,Rhombic(366),Desperados,05-Jul-19,0.7,1,2,1,1,2
286,Keukeman(367),Desperados,10-Jun-15,2.2,4,3,5,2,8
287,"Cthulhu(1,102)",Desperados,12-Jul-15,1.7,3,2,3,2,7
288,massingasetta(967),Desperados,04-Jun-15,3.2,6,3,7,3,13
289,"lusikka(7,837)",Desperados,03-Jun-15,1.1,3,1,2,1,4
291,"djoeye(11,391)",Desperados,07-May-15,1.3,3,2,2,2,4
293,"Holmen2(6,933)",Desperados,25-Apr-15,2.1,4,3,4,3,7
294,"Holmen1(10,598)",Desperados,25-Apr-15,1.7,4,3,3,2,5
295,"PhillyBeer2112(3,236)",Desperados,25-Apr-15,0.7,1,2,1,2,1
296,"Jimthechap(2,057)",Desperados,24-Apr-15,1.8,4,3,3,1,7
297,"Gangstergafje(2,562)",Desperados,18-Jul-15,2.0,4,2,4,3,7
298,futre7(342),Desperados,17-Jul-15,1.8,4,2,4,3,5
299,"TychoJames(3,076)",Desperados,17-Apr-15,1.5,4,2,3,2,4
302,"olsvammel(8,049)",Desperados,14-Mar-15,1.3,2,1,3,2,5
303,"Milter(1,941)",Desperados,06-Nov-15,1.8,4,3,3,2,6
304,"FunkyF(2,561)",Desperados,08-Mar-15,1.5,2,3,2,3,5
305,"Frank(4,478)",Desperados,07-Mar-15,1.7,3,3,4,2,5
307,"Stuu666(23,366)",Desperados,28-Feb-15,2.2,5,3,4,2,8
309,"anon84892(3,284)",Desperados,27-Feb-15,3.6,7,4,7,4,14
310,"AshtonMcCobb(11,556)",Desperados,27-Feb-15,2.3,5,3,5,2,8
312,"ordybill(1,815)",Desperados,26-Feb-15,2.2,2,4,4,3,9
317,"Hrc_Cro(1,053)",Desperados,18-Feb-15,3.2,7,4,6,3,12
318,"FireGlider(1,270)",Desperados,18-Feb-15,3.1,6,4,6,3,12
319,"ramboraffe(3,598)",Desperados,18-Feb-15,1.6,2,3,2,3,6
320,Drinking_77(331),Desperados,14-Feb-15,2.7,3,2,6,3,13
322,Vincent68(683),Desperados,09-Feb-15,1.3,3,3,2,2,3
323,lbianchi66(829),Desperados,08-Feb-15,0.7,2,2,1,1,1
325,bewyder(601),Desperados,13-Jan-15,2.0,4,2,4,2,8
327,"Piw(2,051)",Desperados,10-Jan-15,0.9,2,1,1,2,3
328,"budedou(1,528)",Desperados,10-Jan-15,2.4,2,3,5,3,11
330,"Sebilinz(4,290)",Desperados,28-Dec-14,0.8,1,4,1,1,1
331,sinte(765),Desperados,09-Dec-14,1.3,2,3,2,2,4
333,"mjik83(3,096)",Desperados,05-Dec-14,0.7,2,1,1,1,2
335,"Patrickctenchi(7,259)",Desperados,04-Dec-14,1.5,3,3,2,2,5
336,"cervmagpt(1,590)",Desperados,03-Dec-14,1.8,3,3,3,4,5
337,Boxereddy(633),Desperados,28-Nov-14,1.6,4,2,3,1,6
342,"GoufCustom(3,015)",Desperados,01-Nov-14,2.5,6,3,6,3,7
344,"Ktwse(6,833)",Desperados,18-Oct-14,1.1,2,2,1,1,5
346,"eduardovl(1,820)",Desperados,25-Oct-15,1.2,3,2,2,1,4
350,"VDuquerroux(4,006)",Desperados,20-Sep-14,1.8,4,2,3,2,7
352,"dfinney23(3,424)",Desperados,18-Sep-14,1.7,4,2,3,2,6
354,waiake(606),Desperados,14-Sep-14,2.0,4,3,3,2,8
358,g_georgiou(648),Desperados,30-Aug-14,1.7,4,2,4,2,5
359,"Cybercat(9,762)",Desperados,29-Aug-14,3.3,6,3,7,3,14
360,alex_alkis(419),Desperados,27-Aug-14,1.8,4,2,4,2,6
361,"The_Osprey(10,583)",Desperados,24-Aug-14,2.2,4,4,3,4,7
362,"mikske79(1,967)",Desperados,19-Aug-14,0.7,2,1,1,1,2
363,"drowland(11,069)",Desperados,19-Aug-14,1.5,3,2,3,2,5
364,azzie(822),Desperados,18-Aug-14,1.7,2,2,4,2,7
365,SamTheBarrel(950),Desperados,16-Aug-14,1.0,2,3,1,2,2
367,"ShivanDragon(6,884)",Desperados,09-Aug-14,2.2,5,3,5,3,6
373,"geologyguy(2,301)",Desperados,19-Jul-14,3.0,2,3,7,4,14
374,"Philym(1,003)",Desperados,14-Jul-14,1.6,4,3,2,2,5
375,sjorsvdg(927),Desperados,13-Jul-14,3.1,6,3,6,2,14
376,"stravale(3,335)",Desperados,13-Jul-14,1.9,4,3,3,2,7
379,"edgallow(5,016)",Desperados,11-Jul-14,1.6,4,4,3,2,3
380,"MarkoNm(4,820)",Desperados,09-Jul-14,2.4,4,3,5,2,10
381,"dinkle50(1,660)",Desperados,07-Jul-14,2.2,5,2,3,3,9
382,omega(899),Desperados,26-Jun-14,1.7,4,2,3,2,6
383,"adasko(2,233)",Desperados,25-Jun-14,1.6,3,2,3,2,6
384,"blackisle(4,240)",Desperados,12-Sep-14,1.5,3,2,3,1,6
386,"Silvan7(1,385)",Desperados,19-Jun-14,1.1,2,2,3,1,3
387,Kosmokrator(849),Desperados,21-Nov-15,3.0,5,3,6,3,13
389,tinylightsrecs(436),Desperados,31-May-14,3.0,5,3,6,3,13
390,"venom666(1,245)",Desperados,30-May-14,1.2,3,1,2,2,4
391,"Aurelius(6,609)",Desperados,25-May-14,1.9,4,2,4,2,7
392,andriesradu(689),Desperados,23-May-14,1.7,3,2,3,2,7
394,"tnkw01(2,842)",Desperados,17-May-14,2.3,4,3,4,3,9
396,edsspoon(905),Desperados,12-May-14,1.4,3,2,3,1,5
397,"Suttree(7,120)",Desperados,05-May-14,1.6,4,3,2,2,5
398,Rotaldinho(207),Desperados,01-Feb-16,3.3,2,3,10,1,17
400,"RW80(3,114)",Desperados,26-Apr-14,1.3,2,1,2,1,7
401,"PorterPounder(9,956)",Desperados,26-Apr-14,1.9,4,2,3,2,8
403,"Chudwick(4,458)",Desperados,16-Apr-14,2.8,7,2,6,2,11
405,"freretoc(1,935)",Desperados,02-Apr-14,1.0,2,2,2,2,2
406,VincentKabel(329),Desperados,02-Apr-14,1.1,2,3,2,2,2
407,"Renobob(2,063)",Desperados,30-Mar-14,1.0,2,1,2,1,4
408,Lukardo(127),Desperados,24-Mar-14,1.9,3,3,3,2,8
409,"kacyper(2,754)",Desperados,24-Aug-14,1.6,4,2,5,2,3
410,"melush(10,149)",Desperados,14-Mar-14,2.0,3,1,5,2,9
411,"Beerhunter111(34,257)",Desperados,12-Mar-14,1.2,2,2,2,1,5
417,"Mr_Pink_152(10,328)",Desperados,20-Feb-14,1.6,3,2,3,2,6
422,"veceo(1,361)",Desperados,18-Aug-14,1.8,3,2,3,2,8
424,"Peter_L(1,657)",Desperados,31-Jan-14,1.2,2,2,2,1,5
430,"Iznogud(9,342)",Desperados,18-Jan-14,1.1,2,1,3,1,4
431,"markextrae(4,791)",Desperados,13-Jan-14,1.1,2,1,1,2,5
433,"Gurthnar(9,389)",Desperados,27-Dec-13,0.6,1,2,1,1,1
434,"s_hartshorne(2,934)",Desperados,25-Dec-13,2.9,5,3,7,3,11
435,Argonian(280),Desperados,06-Dec-13,0.5,1,1,1,1,1
436,"MarcoDL(8,063)",Desperados,06-Dec-13,1.0,2,1,2,1,4
437,"ekstedt(7,936)",Desperados,04-Dec-13,1.2,2,3,2,2,3
440,"arminjewell(9,756)",Desperados,11-Nov-13,1.7,3,2,4,2,6
441,"Leini(2,075)",Desperados,22-Feb-15,1.7,3,2,4,2,6
442,"sinfull(2,661)",Desperados,05-Nov-13,1.8,5,2,4,1,6
446,20107589(748),Desperados,12-Oct-13,1.9,4,2,4,3,6
447,"zvikar(11,503)",Desperados,07-Oct-13,1.2,2,2,3,1,4
448,"kraddel(10,779)",Desperados,05-Nov-15,2.1,4,2,4,2,9
451,"Calisky(4,495)",Desperados,21-Sep-13,2.0,3,1,6,2,8
453,"Gerbeer(5,627)",Desperados,13-Sep-13,1.1,2,3,2,2,2
454,"ClubGonzo(5,679)",Desperados,09-Sep-13,1.0,2,2,2,2,2
456,"Bosbouw(3,409)",Desperados,25-Aug-13,1.5,2,3,2,3,5
457,"Martin243(1,387)",Desperados,24-Aug-13,1.6,2,3,3,3,5
458,"kerenmk(6,889)",Desperados,24-Aug-13,1.4,3,2,3,2,4
459,"tomer(5,421)",Desperados,22-Aug-13,1.0,2,2,2,1,3
460,"DSG(21,501)",Desperados,16-Aug-13,1.0,2,2,2,2,2
461,"Jorn69(5,346)",Desperados,10-Aug-13,1.2,2,2,2,1,5
463,"WheatKing(1,351)",Desperados,25-Jul-13,0.9,2,2,2,1,2
465,"goozen(4,894)",Desperados,22-Jul-13,2.2,4,3,4,3,8
466,"bonkiedeaap(1,352)",Desperados,18-Jul-13,2.3,4,3,5,2,9
467,"bulldogops(2,905)",Desperados,13-Jul-13,1.0,3,3,1,1,2
471,"daje(4,909)",Desperados,02-Jul-13,0.9,2,3,1,1,2
474,"MisoW(5,406)",Desperados,14-Jun-13,1.7,3,2,4,2,6
475,"Singularity(7,459)",Desperados,12-Jun-13,1.7,3,2,5,2,5
477,R2k2(471),Desperados,11-Jun-13,2.7,5,3,5,4,10
478,"thirstyrabbit(2,002)",Desperados,09-Jun-13,1.3,3,2,3,1,4
479,"Lowenbrau(5,681)",Desperados,04-Jun-13,1.0,3,1,1,2,3
481,"Abijen(2,572)",Desperados,25-May-13,1.8,4,3,3,2,6
482,"Rob_D_UK(1,366)",Desperados,15-May-13,1.9,4,2,4,2,7
483,"ruigo(3,079)",Desperados,10-May-13,2.3,5,2,6,2,8
484,"PriorL(3,067)",Desperados,03-Sep-13,1.3,2,3,2,2,4
485,"DwarfeD(3,500)",Desperados,05-May-13,2.7,5,3,5,3,11
487,"danlo(7,350)",Desperados,30-Apr-13,1.6,3,3,3,1,6
489,"artyom(1,557)",Desperados,19-Apr-13,1.2,3,2,2,2,3
490,"erickok(6,033)",Desperados,21-Mar-13,1.6,5,2,2,3,4
496,DandyLion(518),Desperados,01-Feb-13,1.4,3,2,3,1,5
497,graziano85(698),Desperados,04-Mar-13,1.7,3,1,5,1,7
498,"nilsas(7,000)",Desperados,21-Jan-13,1.7,3,4,3,2,5
500,"Viper666.Qc(10,518)",Desperados,16-Jan-13,1.7,4,2,4,2,5
501,"OllieBBommel(1,529)",Desperados,12-Jan-13,2.7,6,3,5,3,10
502,"Kita(3,442)",Desperados,11-Dec-12,1.8,4,2,3,2,7
503,"Christos(6,100)",Desperados,19-Nov-12,2.2,5,3,4,2,8
504,"RichTheVillan(10,528)",Desperados,17-Nov-12,1.9,5,3,4,2,5
508,"The_Bish(1,118)",Desperados,14-Oct-12,1.8,2,5,3,1,7
509,"DJoer(1,291)",Desperados,12-Oct-12,3.1,7,2,7,3,12
511,"McTapps(8,068)",Desperados,07-Oct-12,2.0,4,3,5,2,6
512,"MichaelAwesome(7,163)",Desperados,07-Oct-12,2.7,10,3,4,3,7
516,"brokensail(17,322)",Desperados,21-Sep-12,2.6,5,4,5,3,9
517,Deu(949),Desperados,21-Sep-12,2.5,7,2,6,2,8
519,"Russo(2,014)",Desperados,16-Sep-12,1.1,2,2,2,2,3
520,"McWorta(1,632)",Desperados,14-Sep-12,1.9,3,2,5,2,7
521,"KoNrRiI(2,152)",Desperados,05-Sep-12,2.5,4,4,4,1,12
522,"Palme(5,033)",Desperados,05-Sep-12,1.0,2,3,1,2,2
523,"SarkyNorthener(5,200)",Desperados,02-Sep-12,2.1,4,3,4,2,8
525,"kermis(18,397)",Desperados,07-Aug-12,1.2,2,3,2,1,4
528,"Marduk(14,656)",Desperados,13-Jul-12,1.0,3,1,2,1,3
531,Astaldo(166),Desperados,29-Jun-12,1.7,3,2,3,2,7
532,"rok1024(1,416)",Desperados,27-Jun-12,2.6,5,3,5,2,11
534,"thanatosti(3,246)",Desperados,24-Jun-12,2.7,5,2,6,2,12
536,darioklc(934),Desperados,24-Jun-12,1.5,3,3,3,3,3
538,"Kevnic2008(13,715)",Desperados,19-Jun-12,1.6,3,2,2,2,7
539,psilosophy(861),Desperados,06-Jun-12,3.3,7,2,7,3,14
540,"brnandersen(6,248)",Desperados,04-Jun-12,1.5,2,3,3,2,5
542,"nazzty(1,531)",Desperados,30-May-12,0.5,1,1,1,1,1
544,"kiwianer(4,070)",Desperados,28-May-12,1.3,3,2,2,2,4
545,"worldbeertaste(1,845)",Desperados,11-Feb-13,0.8,2,1,2,1,2
546,MalcolmTucker(921),Desperados,15-May-12,0.8,1,1,2,2,2
547,"mutz(1,600)",Desperados,14-May-12,3.0,4,3,6,3,14
549,"BlackHaddock(11,825)",Desperados,04-May-12,1.2,2,2,2,2,4
550,aphelion1979(172),Desperados,22-Apr-12,2.0,4,2,5,2,7
551,"vipinvelp(6,094)",Desperados,04-Apr-12,1.5,4,2,2,2,5
554,edpeg(928),Desperados,26-Mar-12,1.5,2,2,2,2,7
555,"Grzesiek79(6,146)",Desperados,15-Jul-12,2.5,5,2,4,2,12
556,"Ruprecht_007(1,087)",Desperados,04-Mar-12,1.8,3,2,3,2,8
557,"Benjii(3,050)",Desperados,29-Feb-12,1.7,3,2,3,1,8
559,deusax(457),Desperados,04-Feb-12,1.2,3,2,2,2,3
560,AlexGR(167),Desperados,16-May-12,1.9,3,3,3,1,9
561,"POLK(2,214)",Desperados,11-Jan-12,2.6,6,2,6,2,10
563,"Boystout(1,000)",Desperados,06-Dec-11,1.6,2,2,3,2,7
564,"andrepintado(4,000)",Desperados,14-Nov-11,1.6,3,2,2,2,7
565,"teddybeer(5,485)",Desperados,19-Oct-11,1.7,4,2,3,2,6
567,"reebtogi(6,488)",Desperados,04-Oct-11,2.0,5,2,4,2,7
569,MMR(830),Desperados,25-Sep-11,2.2,5,3,5,2,7
570,"GBZ59(1,217)",Desperados,28-Aug-11,1.6,3,3,3,1,6
572,"Metalchopz(5,420)",Desperados,17-Aug-11,3.4,7,3,7,2,15
573,"Benzai(20,022)",Desperados,15-Aug-11,3.2,6,3,7,3,13
574,"Camons(18,771)",Desperados,13-Aug-11,1.4,3,3,2,2,4
576,"Psytron(4,649)",Desperados,30-Jul-11,3.0,6,3,6,3,12
577,"HeistAlmighty(1,156)",Desperados,24-Jul-11,2.2,4,2,4,3,9
578,maledictum(905),Desperados,24-Jul-11,1.4,3,2,3,1,5
579,"maniac(3,801)",Desperados,12-Jul-11,1.0,2,1,2,1,4
580,spkevin(448),Desperados,10-Jul-11,2.2,3,2,5,2,10
581,CalumScotland(348),Desperados,11-Sep-20,2.5,5,2,6,3,9
582,"Grima(2,510)",Desperados,08-Jul-11,1.7,4,2,4,2,5
584,"DutchDrebus(6,999)",Desperados,22-Jun-11,3.5,7,4,7,3,14
587,"Kristall-König(2,820)",Desperados,14-Jun-11,0.7,1,2,1,1,2
588,"mzaar(5,907)",Desperados,05-Jun-11,0.6,1,2,1,1,1
589,"madmitch76(33,662)",Desperados,22-May-11,2.6,6,3,5,4,8
590,"MrHangover(4,693)",Desperados,29-Apr-11,2.6,6,4,6,2,8
591,"crossovert(16,819)",Desperados,27-Apr-11,0.5,1,1,1,1,1
593,"77ships(14,200)",Desperados,16-Mar-11,1.4,3,2,3,2,4
595,"txspartan(1,246)",Desperados,02-Mar-11,2.8,4,3,6,3,12
596,"Meilby(13,116)",Desperados,01-Mar-11,1.8,3,3,3,3,6
597,"AndySnow(12,022)",Desperados,22-Feb-11,1.5,3,2,3,2,5
598,"tommann(5,987)",Desperados,16-Feb-11,1.4,2,2,2,3,5
600,"BeerandBlues2(18,055)",Desperados,16-Jan-11,1.1,2,1,2,1,5
601,"Kinz(3,786)",Desperados,15-Jan-11,0.9,1,2,2,2,2
602,"Butters(4,067)",Desperados,15-Jan-11,1.7,3,3,3,3,5
605,"Drake(18,176)",Desperados,15-Jan-11,0.7,1,1,2,1,2
607,"liinis(1,771)",Desperados,03-Jan-11,1.2,3,2,2,2,3
608,"kwik-lime(3,996)",Desperados,21-Aug-11,0.8,2,2,1,1,2
609,"flying_pig(2,521)",Desperados,26-Dec-10,2.6,5,3,5,2,11
610,"wekker84(2,628)",Desperados,09-Dec-10,1.6,3,2,3,1,7
611,"Countbeer(6,587)",Desperados,02-Nov-10,1.4,3,2,3,2,4
612,sinkhole(263),Desperados,29-Oct-10,1.9,4,2,4,3,6
613,"downender(10,546)",Desperados,26-Oct-10,1.8,4,3,3,1,7
614,"wigglyworm99(2,078)",Desperados,19-Oct-10,1.7,3,2,3,2,7
616,"KnutAlbert(6,848)",Desperados,11-Oct-10,1.4,3,2,3,2,4
617,"douglas88(11,702)",Desperados,12-Sep-10,2.5,5,3,5,3,9
619,"blipp(12,667)",Desperados,05-Aug-10,1.9,4,2,4,2,7
622,"jaghana(7,418)",Desperados,14-Jul-10,2.5,5,4,3,3,10
623,"boto(2,444)",Desperados,06-Jul-10,0.9,2,2,1,1,3
624,"Vaiz(4,459)",Desperados,27-Jun-10,2.8,4,3,6,3,12
625,"sebletitje(11,868)",Desperados,24-Jun-10,1.3,3,1,3,1,5
627,"trapez(1,561)",Desperados,06-May-10,2.3,5,2,4,3,9
628,"saxo(25,133)",Desperados,27-Apr-10,1.4,3,2,2,2,5
629,"Zita(6,332)",Desperados,23-Apr-10,0.8,1,3,1,1,2
630,"KAggie97(3,529)",Desperados,20-Apr-10,2.4,6,3,5,2,8
631,"undercurrent25(2,816)",Desperados,11-Apr-10,2.9,5,2,7,3,12
632,"Cuso(12,831)",Desperados,02-Apr-10,0.5,1,1,1,1,1
633,delnoche(516),Desperados,28-Mar-10,1.7,5,3,3,3,3
634,FreshHawk(596),Desperados,15-Mar-10,1.5,3,2,2,2,6
635,"dEnk(4,200)",Desperados,10-Mar-10,2.4,3,2,4,2,13
637,"Abio(1,865)",Desperados,15-Jan-11,1.3,2,2,3,3,3
638,"DJMonarch(9,199)",Desperados,25-Jan-10,3.2,6,3,7,3,13
643,"cyrenaica(1,195)",Desperados,02-Nov-09,2.2,5,3,4,2,8
645,"chrisv10(23,298)",Desperados,17-Oct-09,1.3,3,2,2,2,4
646,"Nisse666(12,160)",Desperados,03-Oct-09,3.3,8,3,6,3,13
648,zakkbironia(112),Desperados,30-Aug-09,1.2,3,2,2,1,4
649,"scotty(1,389)",Desperados,29-Aug-09,1.6,2,3,3,2,6
650,angrybeerman(259),Desperados,24-Apr-10,1.9,4,2,4,2,7
651,"weaselkenievil(1,607)",Desperados,24-Aug-09,1.9,4,3,3,2,7
653,"Spab(7,527)",Desperados,17-Aug-09,1.6,5,2,2,1,6
654,"wheresthepath(3,011)",Desperados,13-Aug-09,0.8,2,2,2,1,1
655,Dragonblaze99(353),Desperados,05-Aug-09,0.7,1,3,1,1,1
657,"funcut(1,219)",Desperados,16-Jul-09,0.9,1,2,1,2,3
659,"DeanF(8,320)",Desperados,04-Jul-09,1.1,1,2,3,1,4
660,"dutchbeerpages(2,438)",Desperados,03-Jul-09,2.7,6,2,6,2,11
661,"mithe(2,741)",Desperados,01-Jul-09,1.8,5,1,4,2,6
662,"charlotte(7,201)",Desperados,22-Jun-09,1.7,4,2,4,2,5
663,mcdav2154(481),Desperados,20-Jul-09,0.8,2,1,2,1,2
664,"VertBaconStrips(2,445)",Desperados,12-Jun-09,1.5,3,3,2,2,5
665,Parket(586),Desperados,01-Jun-09,1.4,2,1,2,2,7
666,"Slayer85(1,051)",Desperados,20-May-09,0.5,1,1,1,1,1
667,"patrick767(5,382)",Desperados,20-May-09,2.1,4,2,5,2,8
668,"joergen(37,064)",Desperados,17-May-09,1.5,3,2,3,2,5
669,jkm(235),Desperados,03-Apr-09,1.2,2,2,3,2,3
670,"mkel07(9,170)",Desperados,03-Apr-09,2.1,4,2,6,1,8
671,"screwball(1,099)",Desperados,27-Mar-09,1.8,3,2,4,3,6
672,terrybail(704),Desperados,12-Feb-09,2.1,4,3,4,2,8
674,"Bierkrug(2,129)",Desperados,16-Jan-09,0.6,1,2,1,1,1
675,"rosenbergh(14,039)",Desperados,30-Dec-08,0.6,1,2,1,1,1
676,"LordCorkscrew(1,768)",Desperados,17-Nov-08,0.6,2,1,1,1,1
678,"espenra(1,016)",Desperados,04-Oct-08,1.3,2,3,1,2,5
679,shendrix(478),Desperados,21-Sep-08,0.6,1,2,1,1,1
680,"ditmier(1,508)",Desperados,01-Sep-08,1.7,3,2,3,3,6
683,"gam(4,242)",Desperados,13-Aug-08,3.3,7,3,7,3,13
684,"Pinball(13,379)",Desperados,11-Aug-08,2.6,5,3,6,2,10
685,iammarc(382),Desperados,28-Jul-08,2.4,1,3,7,3,10
686,sirPino(882),Desperados,27-Jul-08,1.1,1,2,2,1,5
687,"gnoff(11,277)",Desperados,13-Jul-08,1.7,4,3,2,2,6
689,"armando629(2,464)",Desperados,23-Jun-08,1.4,2,3,2,2,5
690,"bhensonb(19,729)",Desperados,31-May-08,1.9,4,5,2,2,6
692,"note666(1,472)",Desperados,07-May-08,3.4,7,3,7,3,14
693,renffisch(891),Desperados,30-Apr-08,2.5,1,3,9,2,10
695,"Bullit(6,228)",Desperados,16-Apr-08,1.7,3,2,4,2,6
697,"KimJohansen(10,511)",Desperados,31-Mar-08,2.6,4,2,5,3,12
